Территория,Пол,Год,e0,Статус
Иркутская область,Женщины,2062,86.58,прогноз
Иркутская область,Женщины,2063,86.73,прогноз
Иркутская область,Женщины,2064,86.87,прогноз
Иркутская область,Женщины,2065,87.01,прогноз
Иркутская область,Женщины,2066,87.15,прогноз
Иркутская область,Женщины,2067,87.28,прогноз
Иркутская область,Женщины,2068,87.4,прогноз
Иркутская область,Женщины,2069,87.53,прогноз
Иркутская область,Женщины,2070,87.65,прогноз
Иркутская область,Женщины,2071,87.77,прогноз
Иркутская область,Женщины,2072,87.88,прогноз
Иркутская область,Женщины,2073,87.99,прогноз
Иркутская область,Женщины,2074,88.1,прогноз
Иркутская область,Женщины,2075,88.21,прогноз
Иркутская область,Женщины,2076,88.31,прогноз
Иркутская область,Женщины,2077,88.41,прогноз
Иркутская область,Женщины,2078,88.5,прогноз
Иркутская область,Женщины,2079,88.6,прогноз
Иркутская область,Женщины,2080,88.69,прогноз
Иркутская область,Женщины,2081,88.78,прогноз
Иркутская область,Женщины,2082,88.87,прогноз
Иркутская область,Женщины,2083,88.95,прогноз
Иркутская область,Женщины,2084,89.03,прогноз
Иркутская область,Женщины,2085,89.11,прогноз
Иркутская область,Женщины,2086,89.19,прогноз
Иркутская область,Женщины,2087,89.27,прогноз
Иркутская область,Женщины,2088,89.34,прогноз
Иркутская область,Женщины,2089,89.41,прогноз
Иркутская область,Женщины,2090,89.48,прогноз
Иркутская область,Женщины,2091,89.55,прогноз
Иркутская область,Женщины,2092,89.62,прогноз
Иркутская область,Женщины,2093,89.68,прогноз
Иркутская область,Женщины,2094,89.74,прогноз
Иркутская область,Женщины,2095,89.8,прогноз
Иркутская область,Женщины,2096,89.86,прогноз
Иркутская область,Женщины,2097,89.92,прогноз
Иркутская область,Женщины,2098,89.98,прогноз
Иркутская область,Женщины,2099,90.03,прогноз
Иркутская область,Женщины,2100,90.09,прогноз
Иркутская область,Мужчины,1990,60.9,наблюдение
Иркутская область,Мужчины,1991,60.6,наблюдение
Иркутская область,Мужчины,1992,58.4,наблюдение
Иркутская область,Мужчины,1993,55.0,наблюдение
Иркутская область,Мужчины,1994,53.5,наблюдение
Иркутская область,Мужчины,1995,54.1,наблюдение
Иркутская область,Мужчины,1996,55.9,наблюдение
Иркутская область,Мужчины,1997,57.5,наблюдение
Иркутская область,Мужчины,1998,57.5,наблюдение
Иркутская область,Мужчины,1999,55.2,наблюдение
Иркутская область,Мужчины,2000,54.6,наблюдение
Иркутская область,Мужчины,2001,54.3,наблюдение
Иркутская область,Мужчины,2002,54.0,наблюдение
Иркутская область,Мужчины,2003,53.6,наблюдение
Иркутская область,Мужчины,2004,53.8,наблюдение
Иркутская область,Мужчины,2005,53.3,наблюдение
Иркутская область,Мужчины,2006,56.3,наблюдение
Иркутская область,Мужчины,2007,58.5,наблюдение
Иркутская область,Мужчины,2008,58.4,наблюдение
Иркутская область,Мужчины,2009,58.8,наблюдение
Иркутская область,Мужчины,2010,58.9,наблюдение
Иркутская область,Мужчины,2011,59.61,наблюдение
Иркутская область,Мужчины,2012,59.94,наблюдение
Иркутская область,Мужчины,2013,60.34,наблюдение
Иркутская область,Мужчины,2014,60.56,наблюдение
Иркутская область,Мужчины,2015,61.35,наблюдение
Иркутская область,Мужчины,2016,62.25,наблюдение
Иркутская область,Мужчины,2017,63.31,наблюдение
Иркутская область,Мужчины,2018,63.4,наблюдение
Иркутская область,Мужчины,2019,63.9,наблюдение
Иркутская область,Мужчины,2020,62.72,наблюдение
Иркутская область,Мужчины,2021,62.01,наблюдение
Иркутская область,Мужчины,2022,63.33,наблюдение
Иркутская область,Мужчины,2023,63.38,наблюдение
Иркутская область,Мужчины,2024,64.0,прогноз
Иркутская область,Мужчины,2025,64.61,прогноз
Иркутская область,Мужчины,2026,65.2,прогноз
Иркутская область,Мужчины,2027,65.77,прогноз
Иркутская область,Мужчины,2028,66.33,прогноз
Иркутская область,Мужчины,2029,66.88,прогноз
Иркутская область,Мужчины,2030,67.41,прогноз
Иркутская область,Мужчины,2031,67.93,прогноз
Иркутская область,Мужчины,2032,68.44,прогноз
Иркутская область,Мужчины,2033,68.93,прогноз
Иркутская область,Мужчины,2034,69.41,прогноз
Иркутская область,Мужчины,2035,69.88,прогноз
Иркутская область,Мужчины,2036,70.34,прогноз
Иркутская область,Мужчины,2037,70.78,прогноз
Иркутская область,Мужчины,2038,71.22,прогноз
Иркутская область,Мужчины,2039,71.64,прогноз
Иркутская область,Мужчины,2040,72.05,прогноз
Иркутская область,Мужчины,2041,72.46,прогноз
Иркутская область,Мужчины,2042,72.85,прогноз
Иркутская область,Мужчины,2043,73.23,прогноз
Иркутская область,Мужчины,2044,73.6,прогноз
Иркутская область,Мужчины,2045,73.97,прогноз
Иркутская область,Мужчины,2046,74.32,прогноз
Иркутская область,Мужчины,2047,74.67,прогноз
Иркутская область,Мужчины,2048,75.0,прогноз
Иркутская область,Мужчины,2049,75.33,прогноз
Иркутская область,Мужчины,2050,75.65,прогноз
Иркутская область,Мужчины,2051,75.96,прогноз
Иркутская область,Мужчины,2052,76.26,прогноз
Иркутская область,Мужчины,2053,76.56,прогноз
Иркутская область,Мужчины,2054,76.85,прогноз
Иркутская область,Мужчины,2055,77.13,прогноз
Иркутская область,Мужчины,2056,77.4,прогноз
Иркутская область,Мужчины,2057,77.67,прогноз
Иркутская область,Мужчины,2058,77.93,прогноз
Иркутская область,Мужчины,2059,78.19,прогноз
Иркутская область,Мужчины,2060,78.43,прогноз
Иркутская область,Мужчины,2061,78.68,прогноз
Иркутская область,Мужчины,2062,78.91,прогноз
Иркутская область,Мужчины,2063,79.14,прогноз
Иркутская область,Мужчины,2064,79.36,прогноз
Иркутская область,Мужчины,2065,79.58,прогноз
Иркутская область,Мужчины,2066,79.79,прогноз
Иркутская область,Мужчины,2067,80.0,прогноз
Иркутская область,Мужчины,2068,80.2,прогноз
Иркутская область,Мужчины,2069,80.4,прогноз
Иркутская область,Мужчины,2070,80.59,прогноз
Иркутская область,Мужчины,2071,80.78,прогноз
Иркутская область,Мужчины,2072,80.96,прогноз
Иркутская область,Мужчины,2073,81.14,прогноз
Иркутская область,Мужчины,2074,81.31,прогноз
Иркутская область,Мужчины,2075,81.48,прогноз
Иркутская область,Мужчины,2076,81.64,прогноз
Иркутская область,Мужчины,2077,81.8,прогноз
Иркутская область,Мужчины,2078,81.96,прогноз
Иркутская область,Мужчины,2079,82.11,прогноз
Иркутская область,Мужчины,2080,82.26,прогноз
Иркутская область,Мужчины,2081,82.41,прогноз
Иркутская область,Мужчины,2082,82.55,прогноз
Иркутская область,Мужчины,2083,82.69,прогноз
Иркутская область,Мужчины,2084,82.82,прогноз
Иркутская область,Мужчины,2085,82.95,прогноз
Иркутская область,Мужчины,2086,83.08,прогноз
Иркутская область,Мужчины,2087,83.2,прогноз
Иркутская область,Мужчины,2088,83.32,прогноз
Иркутская область,Мужчины,2089,83.44,прогноз
Иркутская область,Мужчины,2090,83.56,прогноз
Иркутская область,Мужчины,2091,83.67,прогноз
Иркутская область,Мужчины,2092,83.78,прогноз
Иркутская область,Мужчины,2093,83.88,прогноз
Иркутская область,Мужчины,2094,83.99,прогноз
Иркутская область,Мужчины,2095,84.09,прогноз
Иркутская область,Мужчины,2096,84.19,прогноз
Иркутская область,Мужчины,2097,84.28,прогноз
Иркутская область,Мужчины,2098,84.38,прогноз
Иркутская область,Мужчины,2099,84.47,прогноз
Иркутская область,Мужчины,2100,84.56,прогноз
Кабардино-Балкарская Республика,Женщины,1990,75.9,наблюдение
Кабардино-Балкарская Республика,Женщины,1991,75.5,наблюдение
Кабардино-Балкарская Республика,Женщины,1992,76.1,наблюдение
Кабардино-Балкарская Республика,Женщины,1993,74.6,наблюдение
Кабардино-Балкарская Республика,Женщины,1994,74.7,наблюдение
Кабардино-Балкарская Республика,Женщины,1995,74.7,наблюдение
Кабардино-Балкарская Республика,Женщины,1996,74.5,наблюдение
Кабардино-Балкарская Республика,Женщины,1997,75.0,наблюдение
Кабардино-Балкарская Республика,Женщины,1998,75.0,наблюдение
Кабардино-Балкарская Республика,Женщины,1999,74.8,наблюдение
Кабардино-Балкарская Республика,Женщины,2000,74.9,наблюдение
Кабардино-Балкарская Республика,Женщины,2001,74.8,наблюдение
Кабардино-Балкарская Республика,Женщины,2002,74.7,наблюдение
Кабардино-Балкарская Республика,Женщины,2003,74.8,наблюдение
Кабардино-Балкарская Республика,Женщины,2004,75.1,наблюдение
Кабардино-Балкарская Республика,Женщины,2005,75.2,наблюдение
Кабардино-Балкарская Республика,Женщины,2006,74.9,наблюдение
Кабардино-Балкарская Республика,Женщины,2007,75.6,наблюдение
Кабардино-Балкарская Республика,Женщины,2008,76.9,наблюдение
Кабардино-Балкарская Республика,Женщины,2009,76.9,наблюдение
Кабардино-Балкарская Республика,Женщины,2010,76.8,наблюдение
Кабардино-Балкарская Республика,Женщины,2011,77.18,наблюдение
Кабардино-Балкарская Республика,Женщины,2012,77.68,наблюдение
Кабардино-Балкарская Республика,Женщины,2013,78.01,наблюдение
Кабардино-Балкарская Республика,Женщины,2014,78.58,наблюдение
Кабардино-Балкарская Республика,Женщины,2015,78.96,наблюдение
Кабардино-Балкарская Республика,Женщины,2016,78.9,наблюдение
Кабардино-Балкарская Республика,Женщины,2017,79.31,наблюдение
Кабардино-Балкарская Республика,Женщины,2018,79.91,наблюдение
Кабардино-Балкарская Республика,Женщины,2019,79.56,наблюдение
Кабардино-Балкарская Республика,Женщины,2020,77.9,наблюдение
Кабардино-Балкарская Республика,Женщины,2021,76.9,наблюдение
Кабардино-Балкарская Республика,Женщины,2022,79.34,наблюдение
Кабардино-Балкарская Республика,Женщины,2023,81.32,наблюдение
Кабардино-Балкарская Республика,Женщины,2024,81.66,прогноз
Кабардино-Балкарская Республика,Женщины,2025,81.98,прогноз
Кабардино-Балкарская Республика,Женщины,2026,82.3,прогноз
Кабардино-Балкарская Республика,Женщины,2027,82.61,прогноз
Кабардино-Балкарская Республика,Женщины,2028,82.9,прогноз
Кабардино-Балкарская Республика,Женщины,2029,83.19,прогноз
Кабардино-Балкарская Республика,Женщины,2030,83.47,прогноз
Кабардино-Балкарская Республика,Женщины,2031,83.74,прогноз
Кабардино-Балкарская Республика,Женщины,2032,84.0,прогноз
Кабардино-Балкарская Республика,Женщины,2033,84.25,прогноз
Кабардино-Балкарская Республика,Женщины,2034,84.5,прогноз
Кабардино-Балкарская Республика,Женщины,2035,84.74,прогноз
Кабардино-Балкарская Республика,Женщины,2036,84.97,прогноз
Кабардино-Балкарская Республика,Женщины,2037,85.19,прогноз
Кабардино-Балкарская Республика,Женщины,2038,85.4,прогноз
Кабардино-Балкарская Республика,Женщины,2039,85.61,прогноз
Кабардино-Балкарская Республика,Женщины,2040,85.81,прогноз
Кабардино-Балкарская Республика,Женщины,2041,86.01,прогноз
Кабардино-Балкарская Республика,Женщины,2042,86.2,прогноз
Кабардино-Балкарская Республика,Женщины,2043,86.38,прогноз
Кабардино-Балкарская Республика,Женщины,2044,86.56,прогноз
Кабардино-Балкарская Республика,Женщины,2045,86.73,прогноз
Кабардино-Балкарская Республика,Женщины,2046,86.9,прогноз
Кабардино-Балкарская Республика,Женщины,2047,87.06,прогноз
Кабардино-Балкарская Республика,Женщины,2048,87.22,прогноз
Кабардино-Балкарская Республика,Женщины,2049,87.37,прогноз
Кабардино-Балкарская Республика,Женщины,2050,87.51,прогноз
Кабардино-Балкарская Республика,Женщины,2051,87.66,прогноз
Кабардино-Балкарская Республика,Женщины,2052,87.79,прогноз
Кабардино-Балкарская Республика,Женщины,2053,87.93,прогноз
Кабардино-Балкарская Республика,Женщины,2054,88.05,прогноз
Кабардино-Балкарская Республика,Женщины,2055,88.18,прогноз
Кабардино-Балкарская Республика,Женщины,2056,88.3,прогноз
Кабардино-Балкарская Республика,Женщины,2057,88.42,прогноз
Кабардино-Балкарская Республика,Женщины,2058,88.53,прогноз
Кабардино-Балкарская Республика,Женщины,2059,88.64,прогноз
Кабардино-Балкарская Республика,Женщины,2060,88.75,прогноз
Кабардино-Балкарская Республика,Женщины,2061,88.85,прогноз
Кабардино-Балкарская Республика,Женщины,2062,88.95,прогноз
Кабардино-Балкарская Республика,Женщины,2063,89.05,прогноз
Кабардино-Балкарская Республика,Женщины,2064,89.14,прогноз
Кабардино-Балкарская Республика,Женщины,2065,89.23,прогноз
Кабардино-Балкарская Республика,Женщины,2066,89.32,прогноз
Кабардино-Балкарская Республика,Женщины,2067,89.4,прогноз
Кабардино-Балкарская Республика,Женщины,2068,89.48,прогноз
Кабардино-Балкарская Республика,Женщины,2069,89.56,прогноз
Кабардино-Балкарская Республика,Женщины,2070,89.64,прогноз
Кабардино-Балкарская Республика,Женщины,2071,89.71,прогноз
Кабардино-Балкарская Республика,Женщины,2072,89.79,прогноз
Кабардино-Балкарская Республика,Женщины,2073,89.86,прогноз
Кабардино-Балкарская Республика,Женщины,2074,89.92,прогноз
Кабардино-Балкарская Республика,Женщины,2075,89.99,прогноз
Кабардино-Балкарская Республика,Женщины,2076,90.05,прогноз
Кабардино-Балкарская Республика,Женщины,2077,90.12,прогноз
Кабардино-Балкарская Республика,Женщины,2078,90.17,прогноз
Кабардино-Балкарская Республика,Женщины,2079,90.23,прогноз
Кабардино-Балкарская Республика,Женщины,2080,90.29,прогноз
Кабардино-Балкарская Республика,Женщины,2081,90.34,прогноз
Кабардино-Балкарская Республика,Женщины,2082,90.4,прогноз
Кабардино-Балкарская Республика,Женщины,2083,90.45,прогноз
Кабардино-Балкарская Республика,Женщины,2084,90.49,прогноз
Кабардино-Балкарская Республика,Женщины,2085,90.54,прогноз
Кабардино-Балкарская Республика,Женщины,2086,90.59,прогноз
Кабардино-Балкарская Республика,Женщины,2087,90.63,прогноз
Кабардино-Балкарская Республика,Женщины,2088,90.68,прогноз
Кабардино-Балкарская Республика,Женщины,2089,90.72,прогноз
Кабардино-Балкарская Республика,Женщины,2090,90.76,прогноз
Кабардино-Балкарская Республика,Женщины,2091,90.8,прогноз
Кабардино-Балкарская Республика,Женщины,2092,90.84,прогноз
Кабардино-Балкарская Республика,Женщины,2093,90.87,прогноз
Кабардино-Балкарская Республика,Женщины,2094,90.91,прогноз
Кабардино-Балкарская Республика,Женщины,2095,90.94,прогноз
Кабардино-Балкарская Республика,Женщины,2096,90.98,прогноз
Кабардино-Балкарская Республика,Женщины,2097,91.01,прогноз
Кабардино-Балкарская Республика,Женщины,2098,91.04,прогноз
Кабардино-Балкарская Республика,Женщины,2099,91.07,прогноз
Кабардино-Балкарская Республика,Женщины,2100,91.1,прогноз
Кабардино-Балкарская Республика,Мужчины,1990,65.5,наблюдение
Кабардино-Балкарская Республика,Мужчины,1991,65.1,наблюдение
Кабардино-Балкарская Республика,Мужчины,1992,64.8,наблюдение
Кабардино-Балкарская Республика,Мужчины,1993,63.1,наблюдение
Кабардино-Балкарская Республика,Мужчины,1994,62.7,наблюдение
Кабардино-Балкарская Республика,Мужчины,1995,62.9,наблюдение
Кабардино-Балкарская Республика,Мужчины,1996,63.1,наблюдение
Кабардино-Балкарская Республика,Мужчины,1997,64.0,наблюдение
Кабардино-Балкарская Республика,Мужчины,1998,64.0,наблюдение
Кабардино-Балкарская Республика,Мужчины,1999,63.6,наблюдение
Кабардино-Балкарская Республика,Мужчины,2000,63.4,наблюдение
Кабардино-Балкарская Республика,Мужчины,2001,63.6,наблюдение
Кабардино-Балкарская Республика,Мужчины,2002,63.6,наблюдение
Кабардино-Балкарская Республика,Мужчины,2003,62.8,наблюдение
Кабардино-Балкарская Республика,Мужчины,2004,64.1,наблюдение
Кабардино-Балкарская Республика,Мужчины,2005,62.8,наблюдение
Кабардино-Балкарская Республика,Мужчины,2006,64.3,наблюдение
Кабардино-Балкарская Республика,Мужчины,2007,65.5,наблюдение
Кабардино-Балкарская Республика,Мужчины,2008,66.7,наблюдение
Кабардино-Балкарская Республика,Мужчины,2009,65.9,наблюдение
Кабардино-Балкарская Республика,Мужчины,2010,67.1,наблюдение
Кабардино-Балкарская Республика,Мужчины,2011,67.52,наблюдение
Кабардино-Балкарская Республика,Мужчины,2012,68.48,наблюдение
Кабардино-Балкарская Республика,Мужчины,2013,69.02,наблюдение
Кабардино-Балкарская Республика,Мужчины,2014,69.35,наблюдение
Кабардино-Балкарская Республика,Мужчины,2015,69.83,наблюдение
Кабардино-Балкарская Республика,Мужчины,2016,70.81,наблюдение
Кабардино-Балкарская Республика,Мужчины,2017,71.65,наблюдение
Кабардино-Балкарская Республика,Мужчины,2018,71.92,наблюдение
Кабардино-Балкарская Республика,Мужчины,2019,72.55,наблюдение
Кабардино-Балкарская Республика,Мужчины,2020,70.25,наблюдение
Кабардино-Балкарская Республика,Мужчины,2021,70.03,наблюдение
Кабардино-Балкарская Республика,Мужчины,2022,71.5,наблюдение
Кабардино-Балкарская Республика,Мужчины,2023,72.81,наблюдение
Кабардино-Балкарская Республика,Мужчины,2024,73.42,прогноз
Кабардино-Балкарская Республика,Мужчины,2025,74.0,прогноз
Кабардино-Балкарская Республика,Мужчины,2026,74.55,прогноз
Кабардино-Балкарская Республика,Мужчины,2027,75.09,прогноз
Кабардино-Балкарская Республика,Мужчины,2028,75.6,прогноз
Кабардино-Балкарская Республика,Мужчины,2029,76.1,прогноз
Кабардино-Балкарская Республика,Мужчины,2030,76.57,прогноз
Кабардино-Балкарская Республика,Мужчины,2031,77.03,прогноз
Кабардино-Балкарская Республика,Мужчины,2032,77.46,прогноз
Кабардино-Балкарская Республика,Мужчины,2033,77.88,прогноз
Кабардино-Балкарская Республика,Мужчины,2034,78.29,прогноз
Кабардино-Балкарская Республика,Мужчины,2035,78.67,прогноз
Кабардино-Балкарская Республика,Мужчины,2036,79.04,прогноз
Кабардино-Балкарская Республика,Мужчины,2037,79.4,прогноз
Кабардино-Балкарская Республика,Мужчины,2038,79.74,прогноз
Кабардино-Балкарская Республика,Мужчины,2039,80.07,прогноз
Кабардино-Балкарская Республика,Мужчины,2040,80.39,прогноз
Кабардино-Балкарская Республика,Мужчины,2041,80.69,прогноз
Кабардино-Балкарская Республика,Мужчины,2042,80.98,прогноз
Кабардино-Балкарская Республика,Мужчины,2043,81.26,прогноз
Кабардино-Балкарская Республика,Мужчины,2044,81.53,прогноз
Кабардино-Балкарская Республика,Мужчины,2045,81.79,прогноз
Кабардино-Балкарская Республика,Мужчины,2046,82.04,прогноз
Кабардино-Балкарская Республика,Мужчины,2047,82.27,прогноз
Кабардино-Балкарская Республика,Мужчины,2048,82.5,прогноз
Кабардино-Балкарская Республика,Мужчины,2049,82.72,прогноз
Кабардино-Балкарская Республика,Мужчины,2050,82.93,прогноз
Кабардино-Балкарская Республика,Мужчины,2051,83.13,прогноз
Кабардино-Балкарская Республика,Мужчины,2052,83.33,прогноз
Кабардино-Балкарская Республика,Мужчины,2053,83.51,прогноз
Кабардино-Балкарская Республика,Мужчины,2054,83.69,прогноз
Кабардино-Балкарская Республика,Мужчины,2055,83.86,прогноз
Кабардино-Балкарская Республика,Мужчины,2056,84.03,прогноз
Кабардино-Балкарская Республика,Мужчины,2057,84.19,прогноз
Кабардино-Балкарская Республика,Мужчины,2058,84.34,прогноз
Кабардино-Балкарская Республика,Мужчины,2059,84.48,прогноз
Кабардино-Балкарская Республика,Мужчины,2060,84.62,прогноз
Кабардино-Балкарская Республика,Мужчины,2061,84.76,прогноз
Кабардино-Балкарская Республика,Мужчины,2062,84.89,прогноз
Кабардино-Балкарская Республика,Мужчины,2063,85.01,прогноз
Кабардино-Балкарская Республика,Мужчины,2064,85.13,прогноз
Кабардино-Балкарская Республика,Мужчины,2065,85.24,прогноз
Кабардино-Балкарская Республика,Мужчины,2066,85.35,прогноз
Кабардино-Балкарская Республика,Мужчины,2067,85.46,прогноз
Кабардино-Балкарская Республика,Мужчины,2068,85.56,прогноз
Кабардино-Балкарская Республика,Мужчины,2069,85.66,прогноз
Кабардино-Балкарская Республика,Мужчины,2070,85.75,прогноз
Кабардино-Балкарская Республика,Мужчины,2071,85.84,прогноз
Кабардино-Балкарская Республика,Мужчины,2072,85.93,прогноз
Кабардино-Балкарская Республика,Мужчины,2073,86.01,прогноз
Кабардино-Балкарская Республика,Мужчины,2074,86.09,прогноз
Кабардино-Балкарская Республика,Мужчины,2075,86.16,прогноз
Кабардино-Балкарская Республика,Мужчины,2076,86.24,прогноз
Кабардино-Балкарская Республика,Мужчины,2077,86.31,прогноз
Кабардино-Балкарская Республика,Мужчины,2078,86.38,прогноз
Кабардино-Балкарская Республика,Мужчины,2079,86.44,прогноз
Кабардино-Балкарская Республика,Мужчины,2080,86.5,прогноз
Кабардино-Балкарская Республика,Мужчины,2081,86.56,прогноз
Кабардино-Балкарская Республика,Мужчины,2082,86.62,прогноз
Кабардино-Балкарская Республика,Мужчины,2083,86.67,прогноз
Кабардино-Балкарская Республика,Мужчины,2084,86.73,прогноз
Кабардино-Балкарская Республика,Мужчины,2085,86.78,прогноз
Кабардино-Балкарская Республика,Мужчины,2086,86.83,прогноз
Кабардино-Балкарская Республика,Мужчины,2087,86.87,прогноз
Кабардино-Балкарская Республика,Мужчины,2088,86.92,прогноз
Кабардино-Балкарская Республика,Мужчины,2089,86.96,прогноз
Кабардино-Балкарская Республика,Мужчины,2090,87.0,прогноз
Кабардино-Балкарская Республика,Мужчины,2091,87.04,прогноз
Кабардино-Балкарская Республика,Мужчины,2092,87.08,прогноз
Кабардино-Балкарская Республика,Мужчины,2093,87.12,прогноз
Кабардино-Балкарская Республика,Мужчины,2094,87.15,прогноз
Кабардино-Балкарская Республика,Мужчины,2095,87.19,прогноз
Кабардино-Балкарская Республика,Мужчины,2096,87.22,прогноз
Кабардино-Балкарская Республика,Мужчины,2097,87.25,прогноз
Кабардино-Балкарская Республика,Мужчины,2098,87.28,прогноз
Кабардино-Балкарская Республика,Мужчины,2099,87.31,прогноз
Кабардино-Балкарская Республика,Мужчины,2100,87.34,прогноз
Калининградская область,Женщины,1990,73.2,наблюдение
Калининградская область,Женщины,1991,73.5,наблюдение
Калининградская область,Женщины,1992,72.4,наблюдение
Калининградская область,Женщины,1993,70.7,наблюдение
Калининградская область,Женщины,1994,69.7,наблюдение
Калининградская область,Женщины,1995,71.2,наблюдение
Калининградская область,Женщины,1996,71.9,наблюдение
Калининградская область,Женщины,1997,71.6,наблюдение
Калининградская область,Женщины,1998,71.5,наблюдение
Калининградская область,Женщины,1999,71.0,наблюдение
Калининградская область,Женщины,2000,70.5,наблюдение
Калининградская область,Женщины,2001,69.7,наблюдение
Калининградская область,Женщины,2002,69.4,наблюдение
Калининградская область,Женщины,2003,68.9,наблюдение
Калининградская область,Женщины,2004,68.7,наблюдение
Калининградская область,Женщины,2005,69.4,наблюдение
Калининградская область,Женщины,2006,70.9,наблюдение
Калининградская область,Женщины,2007,72.4,наблюдение
Калининградская область,Женщины,2008,73.0,наблюдение
Калининградская область,Женщины,2009,73.2,наблюдение
Калининградская область,Женщины,2010,74.2,наблюдение
Калининградская область,Женщины,2011,75.26,наблюдение
Калининградская область,Женщины,2012,75.15,наблюдение
Калининградская область,Женщины,2013,75.63,наблюдение
Калининградская область,Женщины,2014,75.51,наблюдение
Калининградская область,Женщины,2015,75.3,наблюдение
Калининградская область,Женщины,2016,76.4,наблюдение
Калининградская область,Женщины,2017,77.14,наблюдение
Калининградская область,Женщины,2018,77.36,наблюдение
Калининградская область,Женщины,2019,77.78,наблюдение
Калининградская область,Женщины,2020,76.81,наблюдение
Калининградская область,Женщины,2021,74.99,наблюдение
Калининградская область,Женщины,2022,77.56,наблюдение
Калининградская область,Женщины,2023,78.43,наблюдение
Калининградская область,Женщины,2024,78.97,прогноз
Калининградская область,Женщины,2025,79.49,прогноз
Калининградская область,Женщины,2026,79.99,прогноз
Калининградская область,Женщины,2027,80.47,прогноз
Калининградская область,Женщины,2028,80.93,прогноз
Калининградская область,Женщины,2029,81.37,прогноз
Калининградская область,Женщины,2030,81.8,прогноз
Калининградская область,Женщины,2031,82.21,прогноз
Калининградская область,Женщины,2032,82.6,прогноз
Калининградская область,Женщины,2033,82.97,прогноз
Калининградская область,Женщины,2034,83.33,прогноз
Калининградская область,Женщины,2035,83.68,прогноз
Калининградская область,Женщины,2036,84.01,прогноз
Калининградская область,Женщины,2037,84.33,прогноз
Калининградская область,Женщины,2038,84.64,прогноз
Калининградская область,Женщины,2039,84.93,прогноз
Калининградская область,Женщины,2040,85.21,прогноз
Калининградская область,Женщины,2041,85.48,прогноз
Калининградская область,Женщины,2042,85.75,прогноз
Калининградская область,Женщины,2043,86.0,прогноз
Калининградская область,Женщины,2044,86.23,прогноз
Калининградская область,Женщины,2045,86.47,прогноз
Калининградская область,Женщины,2046,86.69,прогноз
Калининградская область,Женщины,2047,86.9,прогноз
Калининградская область,Женщины,2048,87.1,прогноз
Калининградская область,Женщины,2049,87.3,прогноз
Калининградская область,Женщины,2050,87.49,прогноз
Калининградская область,Женщины,2051,87.67,прогноз
Калининградская область,Женщины,2052,87.84,прогноз
Калининградская область,Женщины,2053,88.01,прогноз
Калининградская область,Женщины,2054,88.16,прогноз
Калининградская область,Женщины,2055,88.32,прогноз
Калининградская область,Женщины,2056,88.47,прогноз
Калининградская область,Женщины,2057,88.61,прогноз
Калининградская область,Женщины,2058,88.74,прогноз
Калининградская область,Женщины,2059,88.87,прогноз
Калининградская область,Женщины,2060,89.0,прогноз
Калининградская область,Женщины,2061,89.12,прогноз
Калининградская область,Женщины,2062,89.23,прогноз
Калининградская область,Женщины,2063,89.34,прогноз
Калининградская область,Женщины,2064,89.45,прогноз
Калининградская область,Женщины,2065,89.55,прогноз
Калининградская область,Женщины,2066,89.65,прогноз
Калининградская область,Женщины,2067,89.74,прогноз
Калининградская область,Женщины,2068,89.83,прогноз
Калининградская область,Женщины,2069,89.92,прогноз
Калининградская область,Женщины,2070,90.0,прогноз
Калининградская область,Женщины,2071,90.08,прогноз
Калининградская область,Женщины,2072,90.16,прогноз
Калининградская область,Женщины,2073,90.23,прогноз
Калининградская область,Женщины,2074,90.3,прогноз
Калининградская область,Женщины,2075,90.37,прогноз
Калининградская область,Женщины,2076,90.44,прогноз
Калининградская область,Женщины,2077,90.5,прогноз
Калининградская область,Женщины,2078,90.56,прогноз
Калининградская область,Женщины,2079,90.62,прогноз
Калининградская область,Женщины,2080,90.67,прогноз
Калининградская область,Женщины,2081,90.72,прогноз
Калининградская область,Женщины,2082,90.78,прогноз
Калининградская область,Женщины,2083,90.82,прогноз
Калининградская область,Женщины,2084,90.87,прогноз
Калининградская область,Женщины,2085,90.92,прогноз
Калининградская область,Женщины,2086,90.96,прогноз
Калининградская область,Женщины,2087,91.0,прогноз
Калининградская область,Женщины,2088,91.04,прогноз
Калининградская область,Женщины,2089,91.08,прогноз
Калининградская область,Женщины,2090,91.12,прогноз
Калининградская область,Женщины,2091,91.15,прогноз
Калининградская область,Женщины,2092,91.19,прогноз
Калининградская область,Женщины,2093,91.22,прогноз
Калининградская область,Женщины,2094,91.25,прогноз
Калининградская область,Женщины,2095,91.28,прогноз
Калининградская область,Женщины,2096,91.31,прогноз
Калининградская область,Женщины,2097,91.34,прогноз
Калининградская область,Женщины,2098,91.36,прогноз
Калининградская область,Женщины,2099,91.39,прогноз
Калининградская область,Женщины,2100,91.41,прогноз
Калининградская область,Мужчины,1990,63.7,наблюдение
Калининградская область,Мужчины,1991,63.3,наблюдение
Калининградская область,Мужчины,1992,61.8,наблюдение
Калининградская область,Мужчины,1993,58.3,наблюдение
Калининградская область,Мужчины,1994,57.0,наблюдение
Калининградская область,Мужчины,1995,58.8,наблюдение
Калининградская область,Мужчины,1996,59.9,наблюдение
Калининградская область,Мужчины,1997,60.5,наблюдение
Калининградская область,Мужчины,1998,60.4,наблюдение
